Drug_Name,Pattern,PubChem_ID,Source,norm,SMILES
Anabolic androgenic steroids,"I.j
                
I - Interstitial/parenchymal lung disease

                    I.j - Exogenous lipoid pneumonia (subacute, acute)                


                  I.n
                
I - Interstitial/parenchymal lung disease

                    I.n - Pulmonary alveolar proteinosis (PAP)                


                  II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  II.d
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.d - Pulmonary edema, cardiogenic                


                  II.f
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.f - Hypoxemia, low oxygen saturation (may occur in isolation)                


                  III.a
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.a - Alveolar hemorrhage (AH), diffuse AH (DAH)                


                  IV.x
                
IV - Airway involvement

                    IV.x - Transient hacking cough                


                  VI.e
                
VI - Pulmonary vasculopathies

                    VI.e - Fat/oil embolism - The FES embolism syndrome                


                  X.u
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.u - Multiple organ dysfunction/failure (MODS/MOF)                


                  XII.a
                
XII - Cardiovascular involvement / toxicity

                    XII.a - Left or biventricular dysfunction/failure                


                  XII.c
                
XII - Cardiovascular involvement / toxicity

                    XII.c - Pericardial effusion (w/wo tamponade)                


                  XII.f
                
XII - Cardiovascular involvement / toxicity

                    XII.f - Cardiomyopathy (acute, subacute, chronic)                


                  XII.g
                
XII - Cardiovascular involvement / toxicity

                    XII.g - Coronary artery disease (acute) - Myocardial ischemia/infarction                


                  XII.l
                
XII - Cardiovascular involvement / toxicity

                    XII.l - Cardiac arrhythmias or dysrhythmias (AF, VT, VF, TdP)                


                  XII.o
                
XII - Cardiovascular involvement / toxicity

                    XII.o - Coronary artery disease (subacute, chronic)                


                  XII.v
                
XII - Cardiovascular involvement / toxicity

                    XII.v - Hypertrophic cardiomyopathy                


                  XII.ai
                
XII - Cardiovascular involvement / toxicity

                    XII.ai - Cardiotoxicity                


                  XV.n
                
XV - Pathology

                    XV.n - Path: Pulmonary alveolar proteinosis pattern (PAP pattern)                


                  XV.p
                
XV - Pathology

                    XV.p - Path: Exogenous lipoid pneumonia                


                  XV.bu
                
XV - Pathology

                    XV.bu - Path: Pulmonary peliosis",NOT_FOUND,Pneumotox_only,anabolic androgenic steroids,
Anagrelide,"I.a
                
I - Interstitial/parenchymal lung disease

                    I.a - Pneumonitis (ILD), acute and/or severe (may cause ARDS)                


                  I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  V.a
                
V - Pleural and/or pericardial involvement

                    V.a - Pleural effusion (uni- or bilateral) (can accompany DI-LDs)                


                  XI.b
                
XI - Miscellaneous

                    XI.b - Chest pain (acute or subacute), lone or prominent                


                  XII.c
                
XII - Cardiovascular involvement / toxicity

                    XII.c - Pericardial effusion (w/wo tamponade)                


                  XII.f
                
XII - Cardiovascular involvement / toxicity

                    XII.f - Cardiomyopathy (acute, subacute, chronic)                


                  XII.l
                
XII - Cardiovascular involvement / toxicity

                    XII.l - Cardiac arrhythmias or dysrhythmias (AF, VT, VF, TdP)                


                  XII.ai
                
XII - Cardiovascular involvement / toxicity

                    XII.ai - Cardiotoxicity                


                  XVI.a
                
XVI - Imaging

                    XVI.a - Imaging: Diffuse haze",135409400,Both,anagrelide,C1C2=C(C=CC(=C2Cl)Cl)N=C3N1CC(=O)N3
Anakinra,"I.y
                
I - Interstitial/parenchymal lung disease

                    I.y - Progression, acceleration or exacerbation of preexisting ILD/fibrosis                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)                


                  X.k
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.k - Sarcoid-like granulomatosis (endo-/extrathoracic)                


                  XVII.b
                
XVII - Infections & related conditions

                    XVII.b - Opportunistic pulmonary/systemic infections                


                  XVII.g
                
XVII - Infections & related conditions

                    XVII.g - Tuberculosis (pulmonary, pulmonary, extrapulmonary or disseminated). Reactivation or de novo",Not Available,Both,anakinra,
Anastrozole,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  VI.a
                
VI - Pulmonary vasculopathies

                    VI.a - Pulmonary embolism - Venous thrombosis/thromboembolism",2187,Both,anastrozole,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N
Androgen deprivation therapy (Antiandrogens),,NOT_FOUND,Pneumotox_only,androgen deprivation therapy (antiandrogens),
"Anesthetic agents (local, topical)","XI.a
                
XI - Miscellaneous

                    XI.a - Cyanosis, a low SpO2 and normal measured PaO2                


                  XIV.a
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.a - Methemoglobinemia",NOT_FOUND,Pneumotox_only,"anesthetic agents (local, topical)",
Angiotensin II receptor blockers (ARB) - Sartans,"IV.d
                
IV - Airway involvement

                    IV.d - Cough (lone)                


                  VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)                


                  X.au
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.au - Visceral angioedema (can cause relapsing abdominal pain)",NOT_FOUND,Pneumotox_only,angiotensin ii receptor blockers (arb) - sartans,
Angiotensin converting enzyme inhibitors (ACEI),"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)                


                  IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  IV.d
                
IV - Airway involvement

                    IV.d - Cough (lone)                


                  IV.f
                
IV - Airway involvement

                    IV.f - Severe or catastrophic bronchospasm or asthma attack (can be fatal)                


                  IV.g
                
IV - Airway involvement

                    IV.g - Cough syncope                


                  V.a
                
V - Pleural and/or pericardial involvement

                    V.a - Pleural effusion (uni- or bilateral) (can accompany DI-LDs)                


                  V.b
                
V - Pleural and/or pericardial involvement

                    V.b - Eosinophilic pleural effusion                


                  V.d
                
V - Pleural and/or pericardial involvement

                    V.d - Pleural/pericardial effusion, ANA positive (DI lupus)                


                  VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)                


                  VIII.q
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.q - Tongue involvement (edema, glossitis, hematoma)                


                  VIII.y
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.y - Sinonasal discharge, -blockage, -obstruction                


                  VIII.am
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.am - Hemilingual (angio)edema                


                  IX.e
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.e - Disordered breathing pattern incl. Cheyne-Stokes respiration                


                  IX.q
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.q - Obstructive sleep apnea                


                  X.d
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.d - Lupus - Lupus syndrome (see also Vd)                


                  X.au
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.au - Visceral angioedema (can cause relapsing abdominal pain)                


                  XIII.a
                
XIII - Neoplastic conditions

                    XIII.a - Lung cancer                


                  XVI.bu
                
XVI - Imaging

                    XVI.bu - Imaging: Upper/central airway narrowing                


                  XVIII.f
                
XVIII - Distinctive patterns - 'Eye-catchers'

                    XVIII.f - Eye-catcher: Tongue edema",NOT_FOUND,Pneumotox_only,angiotensin converting enzyme inhibitors (acei),
Anidulafungin,"II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)                


                  II.i
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.i - Flash (fulminate) pulmonary edema",166548,Both,anidulafungin,CCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC=C(C=C7)O)O)O)C(C)O)C)O)O)O
Aniline - Aminophenols,"XIV.a
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.a - Methemoglobinemia",NOT_FOUND,Pneumotox_only,aniline - aminophenols,
"Aniline, p-chloro-","XIV.a
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.a - Methemoglobinemia",7812,Pneumotox_only,"aniline, p-chloro-",C1=CC(=CC=C1N)Cl
Animal fat (aspirated in children),"I.j
                
I - Interstitial/parenchymal lung disease

                    I.j - Exogenous lipoid pneumonia (subacute, acute)                


                  XVII.h
                
XVII - Infections & related conditions

                    XVII.h - Nontuberculous pulmonary mycobacterial infection/superinfection",NOT_FOUND,Pneumotox_only,animal fat (aspirated in children),
Anorexigens - Anorectic agents - Appetite suppressants,"VI.b
                
VI - Pulmonary vasculopathies

                    VI.b - Pulmonary arterial hypertension                


                  XI.r
                
XI - Miscellaneous

                    XI.r - Death following exposure or poisoning                


                  XII.b
                
XII - Cardiovascular involvement / toxicity

                    XII.b - Valvular heart disease and/or dysfunction",NOT_FOUND,Pneumotox_only,anorexigens - anorectic agents - appetite suppressants,
Antazoline,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)",2200,Pneumotox_only,antazoline,C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3
Anthracyclines,"II.d
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.d - Pulmonary edema, cardiogenic                


                  XII.a
                
XII - Cardiovascular involvement / toxicity

                    XII.a - Left or biventricular dysfunction/failure                


                  XII.f
                
XII - Cardiovascular involvement / toxicity

                    XII.f - Cardiomyopathy (acute, subacute, chronic)                


                  XII.ai
                
XII - Cardiovascular involvement / toxicity

                    XII.ai - Cardiotoxicity                


                  XII.ak
                
XII - Cardiovascular involvement / toxicity

                    XII.ak - Late left ventricular dysfunction/failure",NOT_FOUND,Pneumotox_only,anthracyclines,
Anthrax vaccination,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  XV.c
                
XV - Pathology

                    XV.c - Path: Organizing pneumonia (OP/BOOP) pattern (see also Id)                


                  XVI.b
                
XVI - Imaging

                    XVI.b - Imaging: Ground-glass opacities (GGO) / shadowing",NOT_FOUND,Pneumotox_only,anthrax vaccination,
Anti-CD20 antibody therapy,"X.g
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.g - Hypersensitivity reaction (may manifest with fever and/or skin, throat or airway involvement)",NOT_FOUND,Pneumotox_only,anti-cd20 antibody therapy,
Anti-TNF drugs/agents,,NOT_FOUND,Pneumotox_only,anti-tnf drugs/agents,
Anti-angiogenesis/-angiogenic agents,"VIII.ad
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.ad - Osteonecrosis of the jaw                


                  XI.w
                
XI - Miscellaneous

                    XI.w - Cavitation/necrosis of lung tumor or metastases                


                  XII.ai
                
XII - Cardiovascular involvement / toxicity

                    XII.ai - Cardiotoxicity",NOT_FOUND,Pneumotox_only,anti-angiogenesis/-angiogenic agents,
Antibiotics,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)                


                  I.e
                
I - Interstitial/parenchymal lung disease

                    I.e - Acute eosinophilic pneumonia (AEP)                


                  IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  IV.f
                
IV - Airway involvement

                    IV.f - Severe or catastrophic bronchospasm or asthma attack (can be fatal)                


                  VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)                


                  X.a
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.a - DRES syndrome - DRESS-like reaction                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)                


                  X.s
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.s - Vasculitis, pulmonary (w/wo AH), extrapulmonary, systemic: ANCA-positive                


                  XI.n
                
XI - Miscellaneous

                    XI.n - Neutropenia, agranulocytosis (w/wo infection/sepsis)                


                  XII.c
                
XII - Cardiovascular involvement / toxicity

                    XII.c - Pericardial effusion (w/wo tamponade)",46874763,Pneumotox_only,antibiotics,CC(C(=O)NC(C)P(=O)(CC(CCC(=O)O)C(=O)O)O)OC1C(C(OC(C1O)CO)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=C(C(=O)NC3=O)I)O)O)NC(=O)C
"Antibiotics, inhaled","IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  VIII.h
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.h - Vocal cord dysfunction, adduction, closure, injury                


                  VIII.t
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.t - Vocal cord paresis/paralysis                


                  VIII.ao
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.ao - Laryngeal injury",NOT_FOUND,Pneumotox_only,"antibiotics, inhaled",
"Anticoagulants, direct oral (anti-thrombin, -IIa, -Xa) - NOAC","I.a
                
I - Interstitial/parenchymal lung disease

                    I.a - Pneumonitis (ILD), acute and/or severe (may cause ARDS)                


                  I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  III.a
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.a - Alveolar hemorrhage (AH), diffuse AH (DAH)                


                  III.c
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.c - Hemoptysis                


                  III.k
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.k - Epistaxis                


                  III.m
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.m - Coagulopathy                


                  V.e
                
V - Pleural and/or pericardial involvement

                    V.e - Hemothorax - Serosanguineous pleural effusion                


                  V.n
                
V - Pleural and/or pericardial involvement

                    V.n - Hemopericardium - Bloody pericardial effusion                


                  VIII.b
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.b - Hematoma of/around central airway wall potentially causing UAO                


                  IX.x
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.x - Thoracic epidural or spinal hematoma                


                  X.a
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.a - DRES syndrome - DRESS-like reaction                


                  XVI.j
                
XVI - Imaging

                    XVI.j - Imaging: Wandering (migratory) pulmonary opacities",NOT_FOUND,Pneumotox_only,"anticoagulants, direct oral (anti-thrombin, -iia, -xa) - noac",
"Anticoagulants, oral (vitamin K antagonists-VKA)","I.y
                
I - Interstitial/parenchymal lung disease

                    I.y - Progression, acceleration or exacerbation of preexisting ILD/fibrosis                


                  III.a
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.a - Alveolar hemorrhage (AH), diffuse AH (DAH)                


                  III.c
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.c - Hemoptysis                


                  III.e
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.e - Pulmonary hematoma                


                  III.k
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.k - Epistaxis                


                  IV.af
                
IV - Airway involvement

                    IV.af - Calcification of tracheobronchial cartilaginous rings                


                  V.e
                
V - Pleural and/or pericardial involvement

                    V.e - Hemothorax - Serosanguineous pleural effusion                


                  V.n
                
V - Pleural and/or pericardial involvement

                    V.n - Hemopericardium - Bloody pericardial effusion                


                  VII.g
                
VII - Mediastinal involvement

                    VII.g - Hemomediastinum - Mediastinal hematoma                


                  VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)                


                  VIII.b
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.b - Hematoma of/around central airway wall potentially causing UAO                


                  VIII.q
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.q - Tongue involvement (edema, glossitis, hematoma)                


                  VIII.u
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.u - Vocal cord hematoma                


                  VIII.v
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.v - Retropharyngeal hematoma (may cause UAO)                


                  IX.x
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.x - Thoracic epidural or spinal hematoma                


                  X.a
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.a - DRES syndrome - DRESS-like reaction                


                  XI.k
                
XI - Miscellaneous

                    XI.k - Esophageal hematoma (may cause chest pain and/or tracheal compression)                


                  XI.am
                
XI - Miscellaneous

                    XI.am - Rectus abdominis hematoma                


                  XII.ar
                
XII - Cardiovascular involvement / toxicity

                    XII.ar - Calcification of the coronary artery walls or atheroma                


                  XIX.d
                
XIX - Cytological, biochemical features of/in BAL, pleural fluid or FNA

                    XIX.d - BAL: Gross or microscopic bleeding/hemorrhage                


                  XIX.e
                
XIX - Cytological, biochemical features of/in BAL, pleural fluid or FNA

                    XIX.e - BAL: Stainable iron in macrophages                


                  XXIV.e
                
XXIV - Veterinary medicine

                    XXIV.e - Veterinary: Tracheal hemorrhage, stenosis, collapse",NOT_FOUND,Pneumotox_only,"anticoagulants, oral (vitamin k antagonists-vka)",
Anticonvulsants,"I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)                


                  II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  V.b
                
V - Pleural and/or pericardial involvement

                    V.b - Eosinophilic pleural effusion                


                  X.a
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.a - DRES syndrome - DRESS-like reaction                


                  X.b
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.b - Antiphospholipid antibodies w/wo the APL syndrome                


                  X.y
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.y - Subclinical ANA positivity                


                  XI.ab
                
XI - Miscellaneous

                    XI.ab - Gingival hypertrophy                


                  XVII.w
                
XVII - Infections & related conditions

                    XVII.w - Hypogammaglobulinemia - Antibody deficiency",NOT_FOUND,Pneumotox_only,anticonvulsants,
Antidepressants,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)                


                  I.d
                
I - Interstitial/parenchymal lung disease

                    I.d - Organizing pneumonia pattern (an area or areas of consolidation on imaging)                


                  II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)                


                  II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  V.b
                
V - Pleural and/or pericardial involvement

                    V.b - Eosinophilic pleural effusion                


                  V.f
                
V - Pleural and/or pericardial involvement

                    V.f - Pneumothorax                


                  VI.a
                
VI - Pulmonary vasculopathies

                    VI.a - Pulmonary embolism - Venous thrombosis/thromboembolism                


                  VI.b
                
VI - Pulmonary vasculopathies

                    VI.b - Pulmonary arterial hypertension                


                  VI.y
                
VI - Pulmonary vasculopathies

                    VI.y - Pulmonary hypertension of the newborn (Persistent PHT)                


                  IX.e
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.e - Disordered breathing pattern incl. Cheyne-Stokes respiration                


                  XII.d
                
XII - Cardiovascular involvement / toxicity

                    XII.d - Myocarditis (can be fulminant)",NOT_FOUND,Pneumotox_only,antidepressants,
Antidotes,,NOT_FOUND,Pneumotox_only,antidotes,
Antiemetics,"IX.k
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.k - Trismus (lockjaw)",NOT_FOUND,Pneumotox_only,antiemetics,
Antiepileptic overdose,"II.q
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.q - Respiratory distress or failure, not otherwise specified                


                  IX.d
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.d - Respiratory failure from ventilatory depression (due to neuromuscular blockade/paralysis)",NOT_FOUND,Pneumotox_only,antiepileptic overdose,
Antifreeze,"XIV.a
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.a - Methemoglobinemia",NOT_FOUND,Pneumotox_only,antifreeze,
Antihistamines,"IX.k
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.k - Trismus (lockjaw)",NOT_FOUND,Pneumotox_only,antihistamines,
Antilymphocyte therapies,"XVII.b
                
XVII - Infections & related conditions

                    XVII.b - Opportunistic pulmonary/systemic infections                


                  XVII.e
                
XVII - Infections & related conditions

                    XVII.e - Pneumocystis jiroveci pneumonia",NOT_FOUND,Pneumotox_only,antilymphocyte therapies,
Antimalarial drugs-Antimalarials,"XII.a
                
XII - Cardiovascular involvement / toxicity

                    XII.a - Left or biventricular dysfunction/failure                


                  XII.ai
                
XII - Cardiovascular involvement / toxicity

                    XII.ai - Cardiotoxicity                


                  XIV.a
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.a - Methemoglobinemia",NOT_FOUND,Pneumotox_only,antimalarial drugs-antimalarials,
Antimigraine drug,"XII.bs
                
XII - Cardiovascular involvement / toxicity

                    XII.bs - Necrotizing eosinophilic myocarditis",NOT_FOUND,Pneumotox_only,antimigraine drug,
Antiplatelet (-P2Y) agents,"III.a
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.a - Alveolar hemorrhage (AH), diffuse AH (DAH)                


                  IV.r
                
IV - Airway involvement

                    IV.r - Airway pigmentation (black, bluish, petechial)                


                  VIII.q
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.q - Tongue involvement (edema, glossitis, hematoma)                


                  IX.h
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.h - Dyspnea, unexplained otherwise",NOT_FOUND,Pneumotox_only,antiplatelet (-p2y) agents,
Antiplatelet agents: Glycoprotein IIb/IIIa inhibitors,"II.e
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.e - Transfusion-related acute lung injury (TRALI) (May cause ARDS)                


                  III.a
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.a - Alveolar hemorrhage (AH), diffuse AH (DAH)                


                  III.c
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.c - Hemoptysis                


                  VIII.q
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.q - Tongue involvement (edema, glossitis, hematoma)                


                  IX.x
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.x - Thoracic epidural or spinal hematoma",NOT_FOUND,Pneumotox_only,antiplatelet agents: glycoprotein iib/iiia inhibitors,
Antipsychotic (second generation),"IV.v
                
IV - Airway involvement

                    IV.v - Deterioration/exacerbation of preexisting asthma or COPD                


                  XI.j
                
XI - Miscellaneous

                    XI.j - Esophageal dysmotility                


                  XI.o
                
XI - Miscellaneous

                    XI.o - Dysphagia",NOT_FOUND,Pneumotox_only,antipsychotic (second generation),
Antithymocyte globulin (ATG-ALG) - Antithymocyte immunoglobulin (ATI),"I.g
                
I - Interstitial/parenchymal lung disease

                    I.g - Pulmonary fibrosis                


                  II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)                


                  II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  II.j
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.j - Transient pulmonary opacities/infiltrates (see also under Iav)                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)",NOT_FOUND,Pneumotox_only,antithymocyte globulin (atg-alg) - antithymocyte immunoglobulin (ati),
Antithyroid drugs,"X.e
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.e - Autoimmunity-Autoimmune conditions (+ANA, +anti-ds-DNA, +ANCAs, other auto-Abs)                


                  X.s
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.s - Vasculitis, pulmonary (w/wo AH), extrapulmonary, systemic: ANCA-positive                


                  XI.n
                
XI - Miscellaneous

                    XI.n - Neutropenia, agranulocytosis (w/wo infection/sepsis)",NOT_FOUND,Pneumotox_only,antithyroid drugs,
Antituberculous chemotherapy,"I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)                


                  I.e
                
I - Interstitial/parenchymal lung disease

                    I.e - Acute eosinophilic pneumonia (AEP)                


                  X.a
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.a - DRES syndrome - DRESS-like reaction                


                  X.i
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.i - The immune reconstitution syndrome (IRCS)",NOT_FOUND,Pneumotox_only,antituberculous chemotherapy,
Antivenom proteins,"X.u
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.u - Multiple organ dysfunction/failure (MODS/MOF)",NOT_FOUND,Pneumotox_only,antivenom proteins,
Antiviral therapy/agents (direct-acting) against hepatitis C virus,"I.a
                
I - Interstitial/parenchymal lung disease

                    I.a - Pneumonitis (ILD), acute and/or severe (may cause ARDS)                


                  I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  III.a
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.a - Alveolar hemorrhage (AH), diffuse AH (DAH)                


                  IV.d
                
IV - Airway involvement

                    IV.d - Cough (lone)                


                  V.a
                
V - Pleural and/or pericardial involvement

                    V.a - Pleural effusion (uni- or bilateral) (can accompany DI-LDs)                


                  X.e
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.e - Autoimmunity-Autoimmune conditions (+ANA, +anti-ds-DNA, +ANCAs, other auto-Abs)                


                  XI.c
                
XI - Miscellaneous

                    XI.c - Pleuritic chest pain                


                  XV.f
                
XV - Pathology

                    XV.f - Path: Diffuse alveolar damage (DAD-pattern) (see also IL)                


                  XVI.b
                
XVI - Imaging

                    XVI.b - Imaging: Ground-glass opacities (GGO) / shadowing                


                  XVII.f
                
XVII - Infections & related conditions

                    XVII.f - Tuberculosis, miliary                


                  XIX.a
                
XIX - Cytological, biochemical features of/in BAL, pleural fluid or FNA

                    XIX.a - BAL: An excess proportion of lymphocytes                


                  XIX.b
                
XIX - Cytological, biochemical features of/in BAL, pleural fluid or FNA

                    XIX.b - BAL: An excess proportion of neutrophils                


                  XIX.c
                
XIX - Cytological, biochemical features of/in BAL, pleural fluid or FNA

                    XIX.c - BAL: An excess proportion of eosinophils",NOT_FOUND,Pneumotox_only,antiviral therapy/agents (direct-acting) against hepatitis c virus,
